date,AAA,BBB,CCC
2024-03-21,0.0,0.0,0.0
2024-03-22,0.0016632112385310815,0.015620330796287885,-0.006299694137918199
2024-03-25,-0.002817948564699302,0.0036776912655882565,-0.021774710981998013
2024-03-26,0.0085792144155874,0.01571630394690615,0.011568067932650195
2024-03-27,0.007847696443122443,-0.0011597789311522666,0.013119022270597025
2024-03-28,0.01104030621971952,0.004226208445772706,0.0003511431282898769
2024-03-29,-0.0033176687216093237,-0.01200232195490436,0.012562292928211427
2024-04-01,-0.021420438866851743,-0.003401473458523263,0.0019438006967467114
2024-04-02,0.008898811846127286,0.017916612365118212,0.01023323775951801
2024-04-03,-0.002615214260984433,0.007581275578891322,-0.01231600316919701
2024-04-04,0.014599385266887088,-0.0012647532482940038,-0.006437591499870443
2024-04-05,-0.006090601004322127,-0.00031361327620371693,-0.0036278492256995865
