date,AAA,BBB
2024-03-28,0.0,0.0
2024-03-29,0.010302694196594686,0.0016632112385310815
2024-04-01,0.015620330796287885,-0.006299694137918199
2024-04-02,-0.002817948564699191,0.0036776912655882565
2024-04-03,-0.021774710981997902,0.0085792144155874
2024-04-04,0.01571630394690615,0.011568067932650195
2024-04-05,0.007847696443122443,-0.0011597789311521556
2024-04-08,0.013119022270597025,0.01104030621971952
2024-04-09,0.004226208445772706,0.0003511431282898769
2024-04-10,-0.0033176687216093237,-0.012002321954904471
2024-04-11,0.012562292928211427,-0.021420438866851854
2024-04-12,-0.003401473458523152,0.0019438006967467114
