date,AAA,BBB
2024-03-28,0.8598811846127368,1.761661236511811
2024-03-29,0.993323775951811,-0.29152142609843873
2024-04-01,0.7281275578891427,-1.2616003169196963
2024-04-02,1.4299385266887068,-0.15647532482940535
2024-04-03,-0.6737591499870575,-0.6390601004322052
2024-04-04,-0.061361327620372906,-0.39278492256994324
2024-04-05,2.2899099473145785,-0.718181147880596
2024-04-08,0.03260774315697052,0.028049895585638977
2024-04-09,0.028272122739737816,0.05534586195270899
2024-04-10,-0.48156285818994926,-0.5834075004641189
2024-04-11,-0.8621605020712843,-1.4881746132515903
2024-04-12,0.2163068331092121,0.9843763506958761
