date,AAA,BBB,CCC
2024-03-01,-0.2852867711139038,0.31450349225488833,0.07612150815035533
2024-03-04,0.25463292349897276,2.0012311818026616,-0.3052079236753877
2024-03-05,-0.5397628579464583,1.41363079410976,-0.7057006440785899
2024-03-06,1.719889475677248,-0.1941978062119582,0.0738395180442688
2024-03-07,0.7336282811408714,1.2131096954131004,0.996998651667894
2024-03-08,-0.20363535525576007,-0.3664288354978451,0.34747264605498496
2024-03-11,0.13471907223135893,-0.6422731072303655,0.41072807484050383
2024-03-12,0.9941196201614746,0.16650670497386555,1.5639997170509743
2024-03-13,0.41030212927441634,-0.1558130008062671,0.10021488993141882
2024-03-14,-0.5601098671682582,-1.0312979681269934,0.4765285113330109
2024-03-15,-0.8532503175609265,-0.3582919723298022,-0.0892000537049489
2024-03-18,0.385104174182408,0.46116198661092983,0.054223542827762254
2024-03-19,-1.9313076540480802,-0.20659269834007993,-0.7755394099071095
2024-03-20,-0.11134755206603067,0.9913261626706856,0.8048242912748194
2024-03-21,0.22033026805532738,0.5057597974126101,-1.4884082007347101
2024-03-22,0.19486746569227698,0.6245107789489606,-0.7061272860867858
2024-03-25,0.40498760190911653,-0.3808262513090348,1.000506751356722
2024-03-26,1.1084187860618961,-0.5347830936570431,1.4629225891448634
2024-03-27,-0.19008029676546573,2.0619445581671343,-0.49155421486414724
2024-03-28,0.06375631404055183,0.21318941825068694,-0.7507960478659627
2024-03-29,-1.7253795282710642,-0.799603946712547,1.0796056694391833
2024-04-01,-0.3286666075267842,-0.32670660696567755,1.5168019034425484
2024-04-02,0.4935377921925973,0.7023083586133827,0.8494486593868219
2024-04-03,-0.9074179691666259,0.12472619119044917,0.15021689145642575
2024-04-04,-0.15886661306049552,-1.093031809639576,0.4637797552060722
2024-04-05,-1.6584628297744048,-0.937066765181612,-0.809338144725826
2024-04-08,-0.4121316876932873,0.8410925962717724,1.6566804317545272
2024-04-09,1.7222953245634596,0.8062593784664507,0.4396938677503011
2024-04-10,-2.336548866824762,1.130119646001526,2.62894656687513
2024-04-11,0.4528764326586353,0.23403931476303633,0.6986958268525457
2024-04-12,0.7286285854727402,0.13491633484718182,-0.3738158660469447
