date,AAA,BBB
2024-03-28,0.9913971980641497,1.0051949319901836
2024-03-29,0.9788545986968792,0.9834913760740098
2024-04-01,0.9831100119584697,1.0005381270580895
2024-04-02,0.9882235029240369,0.990511076195242
2024-04-03,0.9908753566232407,0.998110026577265
2024-04-04,1.002679377567016,0.9865577932609453
2024-04-05,1.0096608274734915,0.990024396397375
2024-04-08,1.0093335450781338,0.990154897246481
2024-04-09,1.002477647279068,0.9840106689869421
2024-04-10,1.0158227722375626,0.9865576675680231
2024-04-11,1.0109317489628002,0.9619747260290377
2024-04-12,1.0020702874708203,0.9571118559848442
