date,rnet,cost,rgross
2024-03-29,0.0007559999999999789,0.0,0.0007559999999999789
2024-04-01,0.0034643809280185955,0.0,0.0034643809280185955
2024-04-02,0.0011103111559882528,0.0,0.0011103111559882528
2024-04-03,0.003954888803566536,0.0,0.003954888803566536
2024-04-04,0.012151817967451128,0.0,0.012151817967451128
2024-04-05,-0.005415146552542827,0.0,-0.005415146552542827
2024-04-08,0.004282282217259681,0.0,0.004282282217259681
2024-04-09,-0.0061642613960434245,0.0,-0.0061642613960434245
2024-04-10,0.0018745537950592972,0.0,0.0018745537950592972
2024-04-11,-0.0015501831184565606,0.0,-0.0015501831184565606
2024-04-12,0.005795349919265336,0.001,0.006795349919265336
