date,AAA,BBB,CCC
2024-03-28,0.8665374279529283,0.04279469761588684,0.09066787443118485
2024-03-29,0.33026253402522954,0.33033593548386797,0.3394015304909025
2024-04-01,0.3866045122769326,0.3491695413669154,0.26422594635615193
2024-04-02,0.05449241569995493,0.29962838102439376,0.6458792032756514
2024-04-03,0.3087450078941186,0.3039869646409545,0.38726802746492694
2024-04-04,0.1318497627499073,0.04970140019372392,0.8184488370563687
2024-04-05,0.4578362145463331,0.14486707462421264,0.39729671082945417
2024-04-08,0.22293862110322663,0.2796996450379183,0.497361733858855
2024-04-09,0.2048678460382588,0.3610168940119198,0.4341152599498215
2024-04-10,0.3129903634933167,0.24354032116213048,0.4434693153445527
2024-04-11,0.5277036496209513,0.22273211063993484,0.24956423973911385
2024-04-12,0.27446301093025177,0.6285048812328037,0.09703210783694452
