date,AAA,BBB,CCC
2024-03-14,0.9971820514353008,1.0036776912655883,0.978225289018002
2024-03-15,1.0057370900659395,1.0194517949262474,0.9895414656147986
2024-03-18,1.0136298094503662,1.0182694562131664,1.0025232821398784
2024-03-19,1.0248205929401342,1.022572875189087,1.0028753113013524
2024-03-20,1.0214205777136758,1.0102996263187152,1.0154737247323913
2024-03-21,0.9995413006714154,1.0068631189546362,1.017447603266054
2024-03-22,1.0084360306385236,1.0249026951616804,1.0278593864981274
2024-03-25,1.0057987543499072,1.0326727649352496,1.0152002670365274
2024-03-26,1.0204827978656166,1.031366688701373,1.0086648224267867
2024-03-27,1.014267444312043,1.031043238415162,1.0050055385317553
2024-03-28,1.0377975356450113,1.0239477932218912,1.0056347498180325
2024-03-29,1.0383999760308436,1.0245444693367485,1.0064930174633606
2024-04-01,1.0337109474196349,1.0188745633978487,0.9981173801159251
2024-04-02,1.0186376368099592,1.0213841210683092,1.0082420467720064
2024-04-03,1.0134111686411014,1.015984930997937,1.0053536064299933
2024-04-04,1.0090470174067792,1.001697442258661,1.019379375343671
2024-04-05,1.0137794467838188,0.9948689206072139,1.0227144968027568
2024-04-08,1.0096385909051466,0.9930618662343805,1.0267436220204762
