date,AAA,BBB,CCC
2024-03-14,0.0,0.0,0.0
2024-03-15,0.0085792144155874,0.01571630394690615,0.011568067932650195
2024-03-18,0.007847696443122443,-0.0011597789311523776,0.013119022270597025
2024-03-19,0.01104030621971952,0.004226208445772706,0.0003511431282898769
2024-03-20,-0.0033176687216091016,-0.012002321954904582,0.012562292928211427
2024-03-21,-0.021420438866851854,-0.003401473458523152,0.0019438006967467114
2024-03-22,0.008898811846127286,0.017916612365118212,0.01023323775951801
2024-03-25,-0.002615214260984433,0.007581275578891322,-0.01231600316919712
2024-03-26,0.014599385266887088,-0.0012647532482940038,-0.006437591499870665
2024-03-27,-0.006090601004322016,-0.00031361327620371693,-0.0036278492256994754
2024-03-28,0.02319909947314569,-0.006881811478805955,0.000626077431569616
2024-03-29,0.0005804989558564344,0.0005827212273974425,0.0008534586195270144
2024-04-01,-0.004515628581899578,-0.0055340750046410925,-0.008321605020712886
2024-04-02,-0.01458174613251595,0.002463068331092222,0.01014376350695878
2024-04-03,-0.00513084141012643,-0.005286150390437894,-0.00286482829322654
2024-04-04,-0.004306397412389029,-0.014062697490249354,0.013951080320369291
2024-04-05,0.004689998875574641,-0.006816950271980371,0.0032717176153984617
2024-04-08,-0.004084572726157476,-0.0018163743337468174,0.00393963831579125
