date,AAA,BBB,CCC
2024-03-28,2.2899099473145785,-0.718181147880596,0.03260774315697052
2024-03-29,0.028049895585638977,0.028272122739737816,0.05534586195270899
2024-04-01,-0.48156285818994926,-0.5834075004641189,-0.8621605020712843
2024-04-02,-1.4881746132515903,0.2163068331092121,0.9843763506958761
2024-04-03,-0.5430841410126281,-0.5586150390437845,-0.31648282932264754
2024-04-04,-0.4606397412389045,-1.4362697490249443,1.365108032036919
2024-04-05,0.43899988755746655,-0.7116950271980323,0.2971717615398513
2024-04-08,-0.4384572726157321,-0.2116374333746801,0.36396383157911427
2024-04-09,0.9529644919745344,1.5195241292412778,1.7039094489490383
2024-04-10,-0.24885870743094268,-0.4997485911335096,0.09959750192201784
2024-04-11,0.12834321228831272,-0.7342218924448597,-0.620475288234763
2024-04-12,0.8132737204208481,1.6418010137407606,-0.22650084837917228
